Order_Id,Original_Shipping_Mode,Recommended_Shipping_Mode,Original_Emissions_kg,Recommended_Emissions_kg,Emissions_Reduction_kg,Cost_Increase_Percent,Delivery_Days_Original,Delivery_Days_Recommended
66932,Second Class,Second Class,255.63888260667332,255.63888260667332,0.0,0.0,3,3.0
66862,First Class,First Class,3571.406777575261,3571.406777575261,0.0,0.0,2,2.0
66835,Standard Class,Second Class,603.5628273136044,220.8531871851324,382.709640128472,-19.999999999999996,6,3.989083763918201
66835,Standard Class,Second Class,554.8586108792144,222.91669198846557,331.94191889074887,-19.999999999999996,6,3.989083763918201
66810,First Class,First Class,4084.4982031923264,4084.4982031923264,0.0,0.0,2,2.0
66803,Standard Class,Second Class,806.939384421591,218.024986621414,588.914397800177,-19.999999999999986,4,3.989083763918201
66784,Same Day,Same Day,2894.8993783395526,2894.8993783395526,0.0,0.0,1,1.0
66743,Standard Class,Second Class,549.9807142028028,225.6055139871691,324.3752002156337,-20.0,4,3.989083763918201
66626,Standard Class,Standard Class,689.944500467627,689.944500467627,0.0,0.0,2,2.0
66611,Standard Class,Standard Class,637.38385831654,637.38385831654,0.0,0.0,2,2.0
66563,First Class,First Class,5208.719987444132,5208.719987444132,0.0,0.0,2,2.0
66563,First Class,First Class,5451.8471697581235,5451.8471697581235,0.0,0.0,2,2.0
66545,Same Day,Same Day,4107.1298545852615,4107.1298545852615,0.0,0.0,0,0.0
66457,Standard Class,Standard Class,702.1634948270926,702.1634948270926,0.0,0.0,3,3.0
66457,Standard Class,Standard Class,1016.3809210988962,1016.3809210988962,0.0,0.0,3,3.0
66457,Standard Class,Standard Class,1182.1430676635898,1182.1430676635898,0.0,0.0,3,3.0
66456,Standard Class,Standard Class,952.5194884850796,952.5194884850796,0.0,0.0,2,2.0
66455,Second Class,Second Class,251.0346014746018,251.0346014746018,0.0,0.0,6,6.0
66447,First Class,First Class,3260.3940824243955,3260.3940824243955,0.0,0.0,2,2.0
66418,Standard Class,Second Class,870.9634227041282,224.25970261298454,646.7037200911436,-19.999999999999996,4,3.989083763918201
66359,Second Class,Second Class,263.9308890040982,263.9308890040982,0.0,0.0,5,5.0
66356,First Class,First Class,4620.054719906061,4620.054719906061,0.0,0.0,2,2.0
66240,Standard Class,Second Class,623.4007645488365,220.38285865983377,403.0179058890027,-20.0,6,3.989083763918201
66240,Standard Class,Second Class,943.862525271064,221.60330939181082,722.2592158792531,-20.0,6,3.989083763918201
66233,Standard Class,Second Class,928.9806589961912,278.5322541124594,650.4484048837319,-19.99999999999999,4,3.989083763918201
66115,Standard Class,Second Class,567.3356838945105,222.49790037977593,344.8377835147345,-19.99999999999999,6,3.989083763918201
66115,Standard Class,Second Class,558.571586979734,223.23465459284895,335.336932386885,-20.000000000000004,6,3.989083763918201
66111,Second Class,Second Class,311.0763577893448,311.0763577893448,0.0,0.0,2,2.0
66110,Second Class,Second Class,229.35776792451895,229.35776792451895,0.0,0.0,6,6.0
66109,Second Class,Second Class,191.30782630666909,191.30782630666909,0.0,0.0,5,5.0
66106,Standard Class,Standard Class,875.9952978406194,875.9952978406194,0.0,0.0,2,2.0
66071,Standard Class,Standard Class,1160.600166760135,1160.600166760135,0.0,0.0,2,2.0
66036,Standard Class,Standard Class,831.0276196666873,831.0276196666873,0.0,0.0,2,2.0
66003,Same Day,Same Day,2479.3960524159174,2479.3960524159174,0.0,0.0,0,0.0
66001,Standard Class,Standard Class,1016.5601141257624,1016.5601141257624,0.0,0.0,2,2.0
66000,Standard Class,Second Class,514.0060014438799,217.4037961448472,296.6022052990327,-20.0,6,3.989083763918201
66000,Standard Class,Second Class,642.5258241364386,217.4037961448472,425.1220279915914,-19.999999999999993,6,3.989083763918201
65994,Standard Class,Second Class,714.8507578159222,225.85106384740914,488.99969396851304,-20.0,5,3.989083763918201
65985,First Class,First Class,4448.621750987544,4448.621750987544,0.0,0.0,2,2.0
65953,First Class,First Class,3418.425559381481,3418.425559381481,0.0,0.0,2,2.0
65953,First Class,First Class,2586.081606786709,2586.081606786709,0.0,0.0,2,2.0
65936,Second Class,Second Class,207.99463797938097,207.99463797938097,0.0,0.0,2,2.0
65936,Second Class,Second Class,228.0651517080323,228.0651517080323,0.0,0.0,2,2.0
65907,Same Day,Same Day,3936.7807053213846,3936.7807053213846,0.0,0.0,0,0.0
65870,Standard Class,Second Class,859.3236750698352,196.60350996832477,662.7201651015105,-20.0,6,3.989083763918201
65867,Standard Class,Standard Class,731.9428913452573,731.9428913452573,0.0,0.0,3,3.0
65865,Standard Class,Second Class,600.893630521123,221.5209308243341,379.3726996967889,-20.0,6,3.989083763918201
65703,Standard Class,Second Class,516.7657698599791,193.52634746891673,323.23942239106236,-20.0,4,3.989083763918201
65661,Standard Class,Standard Class,853.6857749236715,853.6857749236715,0.0,0.0,2,2.0
65661,Standard Class,Standard Class,511.9214072326093,511.9214072326093,0.0,0.0,2,2.0
65631,Standard Class,Standard Class,565.1657792206855,565.1657792206855,0.0,0.0,2,2.0
65631,Standard Class,Standard Class,744.6002383527201,744.6002383527201,0.0,0.0,2,2.0
65628,Standard Class,Second Class,523.6713998939191,192.4937724144094,331.17762747950974,-19.99999999999999,4,3.989083763918201
65626,Standard Class,Standard Class,576.3047648573486,576.3047648573486,0.0,0.0,2,2.0
65626,Standard Class,Standard Class,698.7599789649246,698.7599789649246,0.0,0.0,2,2.0
65592,First Class,First Class,3242.9807278042463,3242.9807278042463,0.0,0.0,2,2.0
65592,First Class,First Class,3776.164956553841,3776.164956553841,0.0,0.0,2,2.0
65583,Standard Class,Second Class,814.1381243841511,193.50974836274858,620.6283760214025,-20.0,4,3.989083763918201
65573,Standard Class,Second Class,697.8023307578469,284.5361751425342,413.2661556153127,-19.99999999999999,4,3.989083763918201
65573,Standard Class,Second Class,832.0806819558663,284.4245120578243,547.656169898042,-20.0,4,3.989083763918201
65572,Standard Class,Standard Class,1139.6684951866232,1139.6684951866232,0.0,0.0,3,3.0
65526,Standard Class,Standard Class,919.0544854850452,919.0544854850452,0.0,0.0,2,2.0
65516,Standard Class,Standard Class,1101.7354890558424,1101.7354890558424,0.0,0.0,2,2.0
65508,Second Class,Second Class,192.12162625003572,192.12162625003572,0.0,0.0,4,4.0
65508,Second Class,Second Class,129.190906244851,129.190906244851,0.0,0.0,4,4.0
65508,Second Class,Second Class,193.5208975941155,193.5208975941155,0.0,0.0,4,4.0
65504,Standard Class,Second Class,1010.4482297389015,233.3645919199064,777.0836378189952,-19.999999999999993,5,3.989083763918201
65482,Standard Class,Standard Class,670.0655659166779,670.0655659166779,0.0,0.0,3,3.0
65462,Standard Class,Standard Class,909.091684259408,909.091684259408,0.0,0.0,3,3.0
65461,Standard Class,Standard Class,591.8851869087688,591.8851869087688,0.0,0.0,2,2.0
65460,Standard Class,Second Class,651.1084631576608,187.4056593537189,463.70280380394195,-19.999999999999996,6,3.989083763918201
65427,First Class,First Class,4933.738401333055,4933.738401333055,0.0,0.0,2,2.0
65342,First Class,First Class,4163.502056830111,4163.502056830111,0.0,0.0,2,2.0
65322,First Class,First Class,2731.352063229824,2731.352063229824,0.0,0.0,2,2.0
65321,First Class,First Class,3478.594495845599,3478.594495845599,0.0,0.0,2,2.0
65315,Same Day,Same Day,4133.3239488153995,4133.3239488153995,0.0,0.0,0,0.0
65278,Standard Class,Second Class,611.3368148546666,222.8206412015527,388.5161736531139,-19.999999999999996,4,3.989083763918201
65253,Standard Class,Second Class,571.5991403693939,215.6147782891206,355.9843620802733,-20.0,4,3.989083763918201
65180,Standard Class,Second Class,638.1869698241865,221.64635808706464,416.5406117371218,-20.0,6,3.989083763918201
65179,Same Day,Same Day,4339.6864727742095,4339.6864727742095,0.0,0.0,0,0.0
65178,Standard Class,Second Class,784.3914795345215,219.55235234279832,564.8391271917233,-19.99999999999999,4,3.989083763918201
65149,Second Class,Second Class,338.5805125521179,338.5805125521179,0.0,0.0,5,5.0
65106,Second Class,Second Class,191.3333724491945,191.3333724491945,0.0,0.0,2,2.0
65042,Standard Class,Standard Class,935.6977916233188,935.6977916233188,0.0,0.0,3,3.0
65040,Standard Class,Second Class,780.5075608393028,197.93208406153173,582.575476777771,-19.999999999999993,6,3.989083763918201
65038,Second Class,Second Class,182.73156672768815,182.73156672768815,0.0,0.0,4,4.0
65008,Second Class,Second Class,211.1327760630778,211.1327760630778,0.0,0.0,4,4.0
65008,Second Class,Second Class,238.1903497763051,238.1903497763051,0.0,0.0,4,4.0
64985,Standard Class,Second Class,996.4096606536832,230.21355737267294,766.1961032810102,-20.000000000000004,6,3.989083763918201
64969,Standard Class,Second Class,789.6301012893382,275.94878216387264,513.6813191254655,-20.0,5,3.989083763918201
64949,Standard Class,Second Class,653.5868081691814,221.37843487514417,432.2083732940372,-20.0,5,3.989083763918201
64948,Standard Class,Second Class,592.6513419041273,219.47383305863352,373.1775088454938,-20.0,4,3.989083763918201
64948,Standard Class,Second Class,862.3799665518853,219.47383305863352,642.9061334932518,-19.999999999999993,4,3.989083763918201
64894,Standard Class,Second Class,822.8026627364729,279.20484433141155,543.5978184050614,-20.0,5,3.989083763918201
64893,Standard Class,Second Class,781.3756519012211,256.2210308666131,525.154621034608,-19.999999999999993,4,3.989083763918201
64890,First Class,First Class,3749.770501317575,3749.770501317575,0.0,0.0,2,2.0
64890,First Class,First Class,3795.735406868746,3795.735406868746,0.0,0.0,2,2.0
64889,First Class,First Class,4524.0249337234,4524.0249337234,0.0,0.0,2,2.0
64872,Second Class,Second Class,219.14227375431744,219.14227375431744,0.0,0.0,3,3.0
64872,Second Class,Second Class,262.26115013277655,262.26115013277655,0.0,0.0,3,3.0
64871,Second Class,Second Class,325.79543913131414,325.79543913131414,0.0,0.0,2,2.0
64871,Second Class,Second Class,320.2100873609219,320.2100873609219,0.0,0.0,2,2.0
64769,Standard Class,Second Class,552.3916316389548,219.7997744467704,332.59185719218436,-19.99999999999999,5,3.989083763918201
64764,First Class,First Class,4280.057995321351,4280.057995321351,0.0,0.0,2,2.0
64734,Second Class,Second Class,167.79272383077523,167.79272383077523,0.0,0.0,5,5.0
64682,Second Class,Second Class,169.24629903652078,169.24629903652078,0.0,0.0,3,3.0
64670,First Class,First Class,3830.936108901209,3830.936108901209,0.0,0.0,2,2.0
64670,First Class,First Class,3600.8518603453635,3600.8518603453635,0.0,0.0,2,2.0
64658,Standard Class,Second Class,784.084111054402,220.76053397102697,563.3235770833751,-20.0,4,3.989083763918201
64595,Standard Class,Second Class,735.8982174420067,189.03677308754916,546.8614443544576,-20.0,6,3.989083763918201
64545,Second Class,Second Class,240.4718391479502,240.4718391479502,0.0,0.0,6,6.0
64441,Standard Class,Standard Class,953.6421337843108,953.6421337843108,0.0,0.0,2,2.0
64401,Standard Class,Standard Class,749.8126649078534,749.8126649078534,0.0,0.0,2,2.0
64209,Standard Class,Second Class,696.5485679309094,190.0151826774301,506.5333852534793,-19.99999999999999,5,3.989083763918201
64099,Second Class,Second Class,192.07590070856185,192.07590070856185,0.0,0.0,5,5.0
64099,Second Class,Second Class,183.14854161864207,183.14854161864207,0.0,0.0,5,5.0
64006,Same Day,Same Day,3891.5417782561,3891.5417782561,0.0,0.0,0,0.0
64005,Standard Class,Second Class,687.0645153566911,224.16645006441593,462.8980652922752,-19.99999999999999,6,3.989083763918201
63959,Standard Class,Second Class,504.49209077990974,195.98591764905922,308.5061731308505,-19.999999999999993,5,3.989083763918201
63946,Standard Class,Standard Class,511.3693582163914,511.3693582163914,0.0,0.0,2,2.0
63916,Standard Class,Standard Class,753.6403657786898,753.6403657786898,0.0,0.0,2,2.0
63913,Standard Class,Second Class,923.4410786630802,216.2604892528847,707.1805894101956,-20.0,4,3.989083763918201
63880,Second Class,Second Class,236.58785746837364,236.58785746837364,0.0,0.0,6,6.0
63834,First Class,First Class,4455.532876197858,4455.532876197858,0.0,0.0,2,2.0
63774,Standard Class,Second Class,945.741974886579,220.6244535709048,725.1175213156741,-19.999999999999996,5,3.989083763918201
63762,Second Class,Second Class,256.5625161309766,256.5625161309766,0.0,0.0,3,3.0
63729,Standard Class,Second Class,901.8226619430828,282.07666245535154,619.7459994877313,-20.0,5,3.989083763918201
63696,Standard Class,Standard Class,824.5504328579616,824.5504328579616,0.0,0.0,2,2.0
63694,Standard Class,Second Class,822.5121909800432,255.72906630042309,566.7831246796202,-19.999999999999996,5,3.989083763918201
63663,Standard Class,Second Class,638.8717929141874,225.08870800645371,413.78308490773367,-19.999999999999986,4,3.989083763918201
63533,Standard Class,Second Class,637.9449289122741,221.12586608572335,416.81906282655075,-20.000000000000004,4,3.989083763918201
63532,Standard Class,Standard Class,758.216090972109,758.216090972109,0.0,0.0,3,3.0
63524,Standard Class,Second Class,728.4461817086892,218.69049635859284,509.75568535009637,-20.0,5,3.989083763918201
63524,Standard Class,Second Class,815.5845643258704,224.55851499041805,591.0260493354523,-20.0,5,3.989083763918201
63484,Same Day,Same Day,4968.03827749548,4968.03827749548,0.0,0.0,1,1.0
63484,Same Day,Same Day,3188.216995436789,3188.216995436789,0.0,0.0,1,1.0
63439,Second Class,Second Class,162.7465707299795,162.7465707299795,0.0,0.0,5,5.0
63439,Second Class,Second Class,226.55939580026592,226.55939580026592,0.0,0.0,5,5.0
63434,Standard Class,Second Class,604.2660509364844,223.07553053330994,381.19052040317445,-19.99999999999999,5,3.989083763918201
63360,Standard Class,Second Class,782.2068267711348,216.7850247654095,565.4218020057253,-20.0,6,3.989083763918201
63289,First Class,First Class,4582.654624226918,4582.654624226918,0.0,0.0,2,2.0
63289,First Class,First Class,4640.548236997736,4640.548236997736,0.0,0.0,2,2.0
63288,First Class,First Class,3262.9827802878444,3262.9827802878444,0.0,0.0,2,2.0
63288,First Class,First Class,3995.565325233928,3995.565325233928,0.0,0.0,2,2.0
63277,Standard Class,Standard Class,709.4464752094925,709.4464752094925,0.0,0.0,3,3.0
63277,Standard Class,Standard Class,769.3602834479302,769.3602834479302,0.0,0.0,3,3.0
63230,Second Class,Second Class,328.74676879293315,328.74676879293315,0.0,0.0,6,6.0
63210,First Class,First Class,3516.842628783844,3516.842628783844,0.0,0.0,2,2.0
63165,Standard Class,Second Class,612.4613172455568,219.82953139509297,392.63178585046376,-20.0,6,3.989083763918201
63156,Standard Class,Standard Class,818.4112698690412,818.4112698690412,0.0,0.0,2,2.0
63139,First Class,First Class,4628.05864927336,4628.05864927336,0.0,0.0,2,2.0
63139,First Class,First Class,3067.9447908814436,3067.9447908814436,0.0,0.0,2,2.0
63116,Standard Class,Standard Class,558.1677255388868,558.1677255388868,0.0,0.0,2,2.0
63095,Second Class,Second Class,167.67442748682726,167.67442748682726,0.0,0.0,6,6.0
63092,Standard Class,Standard Class,833.2866510607641,833.2866510607641,0.0,0.0,3,3.0
63091,Standard Class,Standard Class,573.7317634461763,573.7317634461763,0.0,0.0,2,2.0
63047,First Class,First Class,2848.249774413721,2848.249774413721,0.0,0.0,2,2.0
63047,First Class,First Class,4730.122405549779,4730.122405549779,0.0,0.0,2,2.0
63037,Standard Class,Standard Class,754.7554612236726,754.7554612236726,0.0,0.0,3,3.0
62977,Standard Class,Standard Class,673.1887792729165,673.1887792729165,0.0,0.0,3,3.0
62975,Second Class,Second Class,250.36181890468575,250.36181890468575,0.0,0.0,6,6.0
62961,First Class,First Class,2940.239978163077,2940.239978163077,0.0,0.0,2,2.0
62961,First Class,First Class,3268.4488472112416,3268.4488472112416,0.0,0.0,2,2.0
62961,First Class,First Class,3034.6689138811,3034.6689138811,0.0,0.0,2,2.0
62961,First Class,First Class,3454.7580112226788,3454.7580112226788,0.0,0.0,2,2.0
62958,Second Class,Second Class,270.9085668169848,270.9085668169848,0.0,0.0,4,4.0
62957,Second Class,Second Class,267.47645258371705,267.47645258371705,0.0,0.0,3,3.0
62956,Second Class,Second Class,203.88032140301848,203.88032140301848,0.0,0.0,2,2.0
62935,Standard Class,Second Class,779.0544267643915,223.8355869647506,555.2188397996408,-20.0,6,3.989083763918201
62877,Second Class,Second Class,219.7948716028594,219.7948716028594,0.0,0.0,3,3.0
62847,Standard Class,Standard Class,530.343903248695,530.343903248695,0.0,0.0,3,3.0
62844,Second Class,Second Class,166.82146973247575,166.82146973247575,0.0,0.0,5,5.0
62803,First Class,First Class,3771.9703827652584,3771.9703827652584,0.0,0.0,2,2.0
62800,Second Class,Second Class,210.09961325342425,210.09961325342425,0.0,0.0,6,6.0
62787,Standard Class,Standard Class,499.73083264530504,499.73083264530504,0.0,0.0,3,3.0
62757,Second Class,Second Class,302.812810578318,302.812810578318,0.0,0.0,3,3.0
62757,Second Class,Second Class,287.1396171698226,287.1396171698226,0.0,0.0,3,3.0
62697,Second Class,Second Class,341.4565666037166,341.4565666037166,0.0,0.0,3,3.0
62659,Standard Class,Second Class,559.427838728417,218.029427227436,341.39841150098096,-20.0,5,3.989083763918201
62659,Standard Class,Second Class,777.3423734687794,201.45478066546886,575.8875928033106,-20.0,5,3.989083763918201
62657,Standard Class,Standard Class,625.2101450977699,625.2101450977699,0.0,0.0,3,3.0
62656,Standard Class,Standard Class,720.0384681931201,720.0384681931201,0.0,0.0,2,2.0
62633,First Class,First Class,4526.983583906839,4526.983583906839,0.0,0.0,2,2.0
62628,Second Class,Second Class,202.7050722571132,202.7050722571132,0.0,0.0,4,4.0
62611,Standard Class,Standard Class,877.0950184524531,877.0950184524531,0.0,0.0,2,2.0
62605,Same Day,Same Day,2747.9029249634305,2747.9029249634305,0.0,0.0,1,1.0
62567,Same Day,Same Day,3730.464819183566,3730.464819183566,0.0,0.0,0,0.0
62513,Standard Class,Second Class,633.7635811585213,222.01770018960417,411.74588096891716,-19.999999999999993,4,3.989083763918201
62510,Standard Class,Second Class,824.2140224864116,217.94844034653448,606.2655821398771,-19.99999999999999,6,3.989083763918201
62508,Standard Class,Second Class,528.2326610360078,219.10762105517279,309.125039980835,-20.0,4,3.989083763918201
62411,Standard Class,Standard Class,1111.6991662789576,1111.6991662789576,0.0,0.0,2,2.0
62402,Second Class,Second Class,268.43201176496666,268.43201176496666,0.0,0.0,3,3.0
62397,Same Day,Same Day,4109.784259862743,4109.784259862743,0.0,0.0,1,1.0
62393,First Class,First Class,3306.3281215892334,3306.3281215892334,0.0,0.0,2,2.0
62392,Standard Class,Standard Class,802.8633086082561,802.8633086082561,0.0,0.0,3,3.0
62388,Standard Class,Second Class,560.5825694938067,250.96013727370575,309.6224322201009,-20.0,4,3.989083763918201
62322,Standard Class,Standard Class,1419.8475443389525,1419.8475443389525,0.0,0.0,3,3.0
62322,Standard Class,Standard Class,1359.141684120331,1359.141684120331,0.0,0.0,3,3.0
62297,Standard Class,Standard Class,701.9145772299477,701.9145772299477,0.0,0.0,3,3.0
62297,Standard Class,Standard Class,784.3663080621778,784.3663080621778,0.0,0.0,3,3.0
62294,Standard Class,Second Class,542.4065569667197,219.51616135532603,322.8903956113936,-19.999999999999993,5,3.989083763918201
62265,Standard Class,Second Class,774.7338917554671,222.51262225138015,552.2212695040869,-19.999999999999993,6,3.989083763918201
62264,Standard Class,Second Class,595.8286236813227,204.70408854959922,391.1245351317235,-19.99999999999999,5,3.989083763918201
62262,Standard Class,Standard Class,976.5113883638032,976.5113883638032,0.0,0.0,3,3.0
62262,Standard Class,Standard Class,923.7888746007392,923.7888746007392,0.0,0.0,3,3.0
62260,Standard Class,Second Class,798.5118656175061,218.99102712839988,579.5208384891063,-20.000000000000004,6,3.989083763918201
62251,First Class,First Class,3371.5823783119627,3371.5823783119627,0.0,0.0,2,2.0
62237,Standard Class,Standard Class,842.3600315035319,842.3600315035319,0.0,0.0,3,3.0
62237,Standard Class,Standard Class,1150.714975972173,1150.714975972173,0.0,0.0,3,3.0
62230,Second Class,Second Class,203.89656482563132,203.89656482563132,0.0,0.0,6,6.0
62228,Second Class,Second Class,307.11085271597955,307.11085271597955,0.0,0.0,4,4.0
62228,Second Class,Second Class,307.696176069036,307.696176069036,0.0,0.0,4,4.0
62225,First Class,First Class,2614.924506062277,2614.924506062277,0.0,0.0,2,2.0
62185,Standard Class,Second Class,610.4396758921197,200.14801306835167,410.291662823768,-20.0,6,3.989083763918201
62184,Standard Class,Second Class,484.28850539839834,201.52270492085617,282.76580047754214,-20.0,5,3.989083763918201
62172,Standard Class,Standard Class,984.2608289112508,984.2608289112508,0.0,0.0,3,3.0
62074,Second Class,Second Class,171.4981922168702,171.4981922168702,0.0,0.0,5,5.0
62050,Second Class,Second Class,224.83631780352627,224.83631780352627,0.0,0.0,6,6.0
62003,Second Class,Second Class,259.2827986631525,259.2827986631525,0.0,0.0,4,4.0
62001,First Class,First Class,3351.7740243693925,3351.7740243693925,0.0,0.0,2,2.0
61955,Standard Class,Second Class,755.5568124796026,224.56120367536462,530.995608804238,-20.0,6,3.989083763918201
61955,Standard Class,Second Class,811.5361115488313,224.34755865263344,587.1885528961978,-20.0,6,3.989083763918201
61955,Standard Class,Second Class,606.9594999397506,224.8772206977097,382.08227924204084,-19.999999999999993,6,3.989083763918201
61951,Standard Class,Standard Class,766.9253126564633,766.9253126564633,0.0,0.0,2,2.0
61949,Standard Class,Second Class,784.5028026997521,283.3312634225964,501.1715392771557,-20.0,5,3.989083763918201
61948,Standard Class,Second Class,510.7238265394171,190.8235101639964,319.9003163754207,-20.0,4,3.989083763918201
61948,Standard Class,Second Class,639.4587995323973,191.81987397123098,447.6389255611663,-19.999999999999993,4,3.989083763918201
61948,Standard Class,Second Class,584.6028936312099,192.31229477264574,392.2905988585642,-19.99999999999999,4,3.989083763918201
61930,Standard Class,Second Class,1143.3550940347372,272.2463247237807,871.1087693109566,-19.999999999999996,6,3.989083763918201
61877,First Class,First Class,4067.552812157423,4067.552812157423,0.0,0.0,2,2.0
61847,Standard Class,Standard Class,610.354323077392,610.354323077392,0.0,0.0,3,3.0
61843,Standard Class,Second Class,686.4680886789271,223.85668309782986,462.6114055810972,-20.000000000000004,4,3.989083763918201
61840,Standard Class,Second Class,750.8910407688362,244.76836534602106,506.1226754228152,-20.0,6,3.989083763918201
61811,Standard Class,Standard Class,655.880343036976,655.880343036976,0.0,0.0,2,2.0
61811,Standard Class,Standard Class,797.5708100472588,797.5708100472588,0.0,0.0,2,2.0
61766,Standard Class,Standard Class,858.9304759671679,858.9304759671679,0.0,0.0,2,2.0
61766,Standard Class,Standard Class,643.6268709672088,643.6268709672088,0.0,0.0,2,2.0
61725,First Class,First Class,2971.4809711570997,2971.4809711570997,0.0,0.0,2,2.0
61624,Standard Class,Second Class,625.0631948063602,193.80102355703656,431.26217124932367,-19.999999999999993,5,3.989083763918201
61623,First Class,First Class,2630.392601027961,2630.392601027961,0.0,0.0,2,2.0
61615,Standard Class,Second Class,817.7596643356277,221.6726834691447,596.086980866483,-19.99999999999999,6,3.989083763918201
61606,Standard Class,Standard Class,752.0933741287747,752.0933741287747,0.0,0.0,2,2.0
61580,Standard Class,Second Class,499.5323994093027,150.24241278847262,349.28998662083006,-19.999999999999986,6,3.989083763918201
61579,Standard Class,Second Class,577.339525485255,202.1424694378242,375.1970560474308,-20.0,5,3.989083763918201
61578,Standard Class,Second Class,1023.8498306690988,253.5732298280827,770.276600841016,-20.0,4,3.989083763918201
61576,Standard Class,Standard Class,629.4440490840204,629.4440490840204,0.0,0.0,2,2.0
61562,Standard Class,Standard Class,551.4548772338858,551.4548772338858,0.0,0.0,3,3.0
61537,First Class,First Class,3562.1484865281745,3562.1484865281745,0.0,0.0,2,2.0
61530,Standard Class,Second Class,1175.6246235806234,285.8898148069997,889.7348087736236,-19.99999999999999,6,3.989083763918201
61498,Standard Class,Second Class,856.6656564166834,221.21597895429028,635.4496774623931,-20.0,4,3.989083763918201
61497,Second Class,Second Class,169.9548908056578,169.9548908056578,0.0,0.0,3,3.0
61487,Second Class,Second Class,179.87510792300068,179.87510792300068,0.0,0.0,3,3.0
61481,Second Class,Second Class,309.6029634403504,309.6029634403504,0.0,0.0,2,2.0
61469,Standard Class,Second Class,424.1459928154404,177.57585779709808,246.57013501834234,-19.999999999999986,5,3.989083763918201
61455,Second Class,Second Class,157.4659786516452,157.4659786516452,0.0,0.0,6,6.0
61453,Same Day,Same Day,2780.1944300402115,2780.1944300402115,0.0,0.0,0,0.0
61450,Standard Class,Second Class,764.1010386962072,211.62813761375185,552.4729010824553,-19.99999999999999,6,3.989083763918201
61441,First Class,First Class,2952.4809642962496,2952.4809642962496,0.0,0.0,2,2.0
61440,First Class,First Class,3265.7292785417058,3265.7292785417058,0.0,0.0,2,2.0
61437,Standard Class,Standard Class,1501.2895675591594,1501.2895675591594,0.0,0.0,3,3.0
61423,Standard Class,Second Class,580.5895347582915,154.53537005265545,426.054164705636,-20.000000000000004,4,3.989083763918201
61408,Standard Class,Second Class,938.3109975504306,269.91532301585454,668.3956745345761,-20.0,4,3.989083763918201
61391,Standard Class,Standard Class,669.1685368706932,669.1685368706932,0.0,0.0,2,2.0
61383,Standard Class,Second Class,538.5879069865115,124.84817156033363,413.73973542617784,-19.999999999999993,4,3.989083763918201
61373,First Class,First Class,1262.2222908269168,1262.2222908269168,0.0,0.0,2,2.0
61358,Second Class,Second Class,191.87869341498356,191.87869341498356,0.0,0.0,4,4.0
61357,Second Class,Second Class,333.64761097552304,333.64761097552304,0.0,0.0,3,3.0
61339,First Class,First Class,1933.481247078945,1933.481247078945,0.0,0.0,2,2.0
61336,Standard Class,Standard Class,594.0157705508726,594.0157705508726,0.0,0.0,2,2.0
61333,Standard Class,Second Class,565.3195952794961,223.3077214281678,342.01187385132823,-20.0,4,3.989083763918201
61322,Standard Class,Standard Class,799.9739786880476,799.9739786880476,0.0,0.0,3,3.0
61303,Standard Class,Second Class,453.7850084846344,104.70558462300127,349.07942386163313,-20.0,4,3.989083763918201
61302,Second Class,Second Class,109.91663358967185,109.91663358967185,0.0,0.0,3,3.0
61302,Second Class,Second Class,107.03168030031247,107.03168030031247,0.0,0.0,3,3.0
61300,First Class,First Class,4865.468031606174,4865.468031606174,0.0,0.0,2,2.0
61286,Standard Class,Standard Class,455.653818898184,455.653818898184,0.0,0.0,2,2.0
61286,Standard Class,Standard Class,380.1982774909485,380.1982774909485,0.0,0.0,2,2.0
61281,Standard Class,Standard Class,300.9888238267697,300.9888238267697,0.0,0.0,2,2.0
61259,Second Class,Second Class,89.45089519597182,89.45089519597182,0.0,0.0,5,5.0
61258,Standard Class,Second Class,190.18686243333468,69.4129774797197,120.77388495361498,-19.99999999999999,4,3.989083763918201
61257,Standard Class,Standard Class,105.3430661327304,105.3430661327304,0.0,0.0,3,3.0
61256,Second Class,Second Class,223.03451660887416,223.03451660887416,0.0,0.0,2,2.0
61249,Standard Class,Second Class,394.26739835656815,96.68074726947718,297.58665108709096,-19.999999999999993,5,3.989083763918201
61210,Standard Class,Second Class,418.2368376782957,100.01038705063567,318.22645062766003,-20.0,6,3.989083763918201
61200,Standard Class,Second Class,885.610757203315,255.32116621404094,630.2895909892741,-20.0,6,3.989083763918201
61196,First Class,First Class,3194.907770127232,3194.907770127232,0.0,0.0,2,2.0
61188,Standard Class,Second Class,42.64245715502559,10.907929278722754,31.734527876302835,-19.99999999999999,4,3.989083763918201
61183,Second Class,Second Class,77.77616159501265,77.77616159501265,0.0,0.0,4,4.0
61181,Second Class,Second Class,128.10505765213588,128.10505765213588,0.0,0.0,2,2.0
61179,Second Class,Second Class,59.04577130617694,59.04577130617694,0.0,0.0,5,5.0
61179,Second Class,Second Class,57.4224607074008,57.4224607074008,0.0,0.0,5,5.0
61174,Standard Class,Second Class,468.53145470205885,112.234007016061,356.29744768599784,-19.999999999999996,5,3.989083763918201
61173,Standard Class,Second Class,473.8837768842746,121.88894675808585,351.99483012618873,-19.99999999999999,4,3.989083763918201
61173,Standard Class,Second Class,462.7043687430742,121.88894675808585,340.81542198498835,-20.000000000000004,4,3.989083763918201
